presenter_name,presenter_institution,presentation_title,session_title,session_description
Tampa CC,Room 11,NA,Troubling Queer Visual Media: The Complex Rhetorical Implications of Queer Visuality in Mass Media ,This panel aims to examine and complicate the rhetorical power of queer visual media.
Kimberly Thompson,East Carolina University,NA,Troubling Queer Visual Media: The Complex Rhetorical Implications of Queer Visuality in Mass Media ,This panel aims to examine and complicate the rhetorical power of queer visual media.
Kristi Wiley,East Carolina University,The History of LGBTQ Visuals,Troubling Queer Visual Media: The Complex Rhetorical Implications of Queer Visuality in Mass Media ,This panel aims to examine and complicate the rhetorical power of queer visual media.
Marriott,Room 12,NA,Writing in and beyond the Senior Year: Capstones and Internships ,We should reinvision the writing that students do in capstones and workplaces.
Julianna Griffin,Florida Gulf Coast University,NA,Writing in and beyond the Senior Year: Capstones and Internships ,We should reinvision the writing that students do in capstones and workplaces.
Brian Hendrickson,University of New Mexico,"Mapping Ecologies of Citizen Scholarship to Design Metadisciplinary,",Writing in and beyond the Senior Year: Capstones and Internships ,We should reinvision the writing that students do in capstones and workplaces.
David Fleming,University of Massachusetts,Senior-Year Writing: The Third Tier of College Composition,Writing in and beyond the Senior Year: Capstones and Internships ,We should reinvision the writing that students do in capstones and workplaces.
Dauvan Mulally,Rockford,Listening to the Public: Surveying Internship Work Sites to Determine Studentsâ€™ Postgraduate Readiness,Writing in and beyond the Senior Year: Capstones and Internships ,We should reinvision the writing that students do in capstones and workplaces.
Tampa CC,Room 13,NA,New Ways of Looking Back as We Look Forward: Innovative Perspectives on Writing Assessmentâ€™s History and Future ,"Building on Yancey (1999), this panel shares new critical perspectives on writing assessment history and its future."
Keith Harms,University of Arizona,NA,New Ways of Looking Back as We Look Forward: Innovative Perspectives on Writing Assessmentâ€™s History and Future ,"Building on Yancey (1999), this panel shares new critical perspectives on writing assessment history and its future."
Kathleen Blake Yancey,Florida State University,NA,New Ways of Looking Back as We Look Forward: Innovative Perspectives on Writing Assessmentâ€™s History and Future ,"Building on Yancey (1999), this panel shares new critical perspectives on writing assessment history and its future."
Kim Ballard,Western Michigan University,NA,New Ways of Looking Back as We Look Forward: Innovative Perspectives on Writing Assessmentâ€™s History and Future ,"Building on Yancey (1999), this panel shares new critical perspectives on writing assessment history and its future."
Katrina Miller,University of Nevada,NA,New Ways of Looking Back as We Look Forward: Innovative Perspectives on Writing Assessmentâ€™s History and Future ,"Building on Yancey (1999), this panel shares new critical perspectives on writing assessment history and its future."
Keith Harms,University of Arizona,NA,New Ways of Looking Back as We Look Forward: Innovative Perspectives on Writing Assessmentâ€™s History and Future ,"Building on Yancey (1999), this panel shares new critical perspectives on writing assessment history and its future."
Tampa CC,Room 14,NA,Learning to See Learning: Assessing the Impacts of Service Learning in Writing Classes ,This session reports methods and results from a yearlong empirical study of students and instructors in service-learning courses.
Laurie A. Pinkert,Humboldt State University,NA,Learning to See Learning: Assessing the Impacts of Service Learning in Writing Classes ,This session reports methods and results from a yearlong empirical study of students and instructors in service-learning courses.
Kendall Leon,Portland State University,NA,Learning to See Learning: Assessing the Impacts of Service Learning in Writing Classes ,This session reports methods and results from a yearlong empirical study of students and instructors in service-learning courses.
Laurie A. Pinkert,Humboldt State University,NA,Learning to See Learning: Assessing the Impacts of Service Learning in Writing Classes ,This session reports methods and results from a yearlong empirical study of students and instructors in service-learning courses.
Kathryn Trauth Taylor,Miami University,NA,Learning to See Learning: Assessing the Impacts of Service Learning in Writing Classes ,This session reports methods and results from a yearlong empirical study of students and instructors in service-learning courses.
Marriott,Meeting Room 8,NA,Doubling Down on Academic Writing: Moving from a Second-Semester to a Second-Year Requirement ,This roundtable discussion addresses the practical and theoretical implications of a curricular shift to second-year writing.
Joe Letter,University of Tampa,NA,Doubling Down on Academic Writing: Moving from a Second-Semester to a Second-Year Requirement ,This roundtable discussion addresses the practical and theoretical implications of a curricular shift to second-year writing.
Mark Putnam,University of Tampa,NA,Doubling Down on Academic Writing: Moving from a Second-Semester to a Second-Year Requirement ,This roundtable discussion addresses the practical and theoretical implications of a curricular shift to second-year writing.
Gina Vivinetto,University of Tampa,NA,Doubling Down on Academic Writing: Moving from a Second-Semester to a Second-Year Requirement ,This roundtable discussion addresses the practical and theoretical implications of a curricular shift to second-year writing.
Lisa Suter,University of Tampa,NA,Doubling Down on Academic Writing: Moving from a Second-Semester to a Second-Year Requirement ,This roundtable discussion addresses the practical and theoretical implications of a curricular shift to second-year writing.
David Reamer,University of Tampa,NA,Doubling Down on Academic Writing: Moving from a Second-Semester to a Second-Year Requirement ,This roundtable discussion addresses the practical and theoretical implications of a curricular shift to second-year writing.
Bill Doyle,University of Tampa,NA,Doubling Down on Academic Writing: Moving from a Second-Semester to a Second-Year Requirement ,This roundtable discussion addresses the practical and theoretical implications of a curricular shift to second-year writing.
Joe Letter,University of Tampa,NA,Doubling Down on Academic Writing: Moving from a Second-Semester to a Second-Year Requirement ,This roundtable discussion addresses the practical and theoretical implications of a curricular shift to second-year writing.
Tampa CC,Room 18,NA,The Risk and Reward of Using Screencasting for Peer Review: A Multi-Institutional Pilot ,This panel will focus on a multi-institutional pilot study designed to examine how students appropriate screencasting technology.
Angela Clark-Oates,Arizona State University,NA,The Risk and Reward of Using Screencasting for Peer Review: A Multi-Institutional Pilot ,This panel will focus on a multi-institutional pilot study designed to examine how students appropriate screencasting technology.
Allison Walker,High Point University,FYC Students Screencast in Classrooms,The Risk and Reward of Using Screencasting for Peer Review: A Multi-Institutional Pilot ,This panel will focus on a multi-institutional pilot study designed to examine how students appropriate screencasting technology.
