presentation_title,speaker,institution,session_title,time,room,building,year,society
NA,John Edward Streamas,Washington State Univ.,Crossing Borders in Asian North American Literature,8:30–9:45 a.m.,205,VCC West,2015,MLA
NA,Eleanor R. Ty,Wilfrid Laurier Univ.,Crossing Borders in Asian North American Literature,8:30–9:45 a.m.,205,VCC West,2015,MLA
Mapping Intellectual Networks in Modernist Britain,Caroline Hovanec,Univ. of Tampa,Literature and Science Meet Digital Humanities,8:30–9:45 a.m.,222,VCC West,2015,MLA
Reading Middle Distance: A Cultural History of Tools and Techniques,Grant Wythoff,Columbia Univ.,Literature and Science Meet Digital Humanities,8:30–9:45 a.m.,222,VCC West,2015,MLA
Whole Earth Mediation and the Production of a Cosmic View,Zach Horton,Univ. of California,Literature and Science Meet Digital Humanities,8:30–9:45 a.m.,222,VCC West,2015,MLA
Research on Proficiency Levels of Language Majors and Teacher Candidates,Martha Abbott,American Council on the Teaching of Foreign Languages,Setting Proficiency Targets for Foreign Language Departments,8:30–9:45 a.m.,9,VCC East,2015,MLA
Setting Targets for Teachers and Language Majors,Elvira Swender,American Council on the Teaching of Foreign Languages,Setting Proficiency Targets for Foreign Language Departments,8:30–9:45 a.m.,9,VCC East,2015,MLA
Cosmopolitan Aesthetics in Shakeel Adilzada's Baazigar,Masood Raja,NA,Politics of Difference and Poetics of Reconciliation,8:30–9:45 a.m.,14,VCC East,2015,MLA
Beyond the Binaries: Intizar Husain's Integrative Imagination,Amritjit Singh,Ohio Univ.,Politics of Difference and Poetics of Reconciliation,8:30–9:45 a.m.,14,VCC East,2015,MLA
Shared Grief and Ethical Sociality,Chandrima Chakraborty,McMaster Univ.,Politics of Difference and Poetics of Reconciliation,8:30–9:45 a.m.,14,VCC East,2015,MLA
Dozakhnama: Art and the Reconstruction of Subcontinental History,Amrita Ghosh,Seton Hall Univ.,Politics of Difference and Poetics of Reconciliation,8:30–9:45 a.m.,14,VCC East,2015,MLA
NA,Anna Klosowska,Miami Univ.,Ecocritical Approaches to the French Renaissance,8:30–9:45 a.m.,10,VCC East,2015,MLA
NA,Louisa Mackenzie,Univ. of Washington,Ecocritical Approaches to the French Renaissance,8:30–9:45 a.m.,10,VCC East,2015,MLA
NA,Christine M. Probes,Univ. of South Florida,Ecocritical Approaches to the French Renaissance,8:30–9:45 a.m.,10,VCC East,2015,MLA
NA,Antónia Szabari,Univ. of Southern California,Ecocritical Approaches to the French Renaissance,8:30–9:45 a.m.,10,VCC East,2015,MLA
NA,Victor Hugo Velazquez,Biola Univ.,Ecocritical Approaches to the French Renaissance,8:30–9:45 a.m.,10,VCC East,2015,MLA
Undetectable,David Román,Univ. of Southern California,That's Not Drama?! Scenes,8:30–9:45 a.m.,219,VCC West,2015,MLA
"Vincent Chin's Wedding: Social Drama, Social Trauma, and Technological Racialization",Takeo Rivera,Univ. of California,That's Not Drama?! Scenes,8:30–9:45 a.m.,219,VCC West,2015,MLA
Unconventional Theatrics: The Problem of Professional Wrestling,Eero Laine,Graduate Center,That's Not Drama?! Scenes,8:30–9:45 a.m.,219,VCC West,2015,MLA
"H. P. Grice's Conversation Theory and the Voice, Language, and Narrative of Diaspora in Kazuo Ishiguro's Work",Catherine Wong,Hang Seng Management Coll.,Home in the Word: Characters' Language Choices,8:30–9:45 a.m.,18,VCC East,2015,MLA
Characters' Language Choices as an Indicator of Developing 'Global Competence' in W. G. Sebald's Die Ausgewanderten versus Anna Mitgutsch's In fremden Städten,Claudia A. Becker,North Carolina Central Univ.,Home in the Word: Characters' Language Choices,8:30–9:45 a.m.,18,VCC East,2015,MLA
Toilet Talk and Rotten English:  Exploring the Subversive Potential of Aesthetic Vulgarity in Saro-Wiwa's Sozaboy,Stephanie Hankinson,Univ. of Washington,Home in the Word: Characters' Language Choices,8:30–9:45 a.m.,18,VCC East,2015,MLA
Code Switching and the Forms of Authority in The Brief Wondrous Life of Oscar Wao,Hardeep Sidhu,Univ. of Rochester,Home in the Word: Characters' Language Choices,8:30–9:45 a.m.,18,VCC East,2015,MLA
Proleptic Commemorations and Entombed Futures in the Arthurian Vulgate Cycle,Lucas Wood,Durham Univ.,"Antimemorials: Sites of Countermemory, Future Memory, and Forgetting",8:30–9:45 a.m.,19,VCC East,2015,MLA
Isolated Trauma: Cap 110 and Collective Memory,Erika Serrato,Emory Univ.,"Antimemorials: Sites of Countermemory, Future Memory, and Forgetting",8:30–9:45 a.m.,19,VCC East,2015,MLA
The Queer Memorial: The Golden Gate Bridge and Suicide,Yetta Howard,San Diego State Univ.,"Antimemorials: Sites of Countermemory, Future Memory, and Forgetting",8:30–9:45 a.m.,19,VCC East,2015,MLA
'A Metonym of Its Disaster': Ground Zero as Antimemorial in Teju Cole's Open City,Ann Keniston,Univ. of Nevada,"Antimemorials: Sites of Countermemory, Future Memory, and Forgetting",8:30–9:45 a.m.,19,VCC East,2015,MLA
The Ends of Recognition: Black Music and the Laws of Nature,Shana Redmond,Univ. of Southern California,Black Noise outside the Law,8:30–9:45 a.m.,113,VCC West,2015,MLA
Straight Killer Lines in the Cipha: Gender Violence and the Limits of Battle Rime,Edwin Hill,Univ. of Southern California,Black Noise outside the Law,8:30–9:45 a.m.,113,VCC West,2015,MLA
Paul Laurence Dunbar's Compensations: Imagining Reparation in Multiple Art Song Settings,Tsitsi Jaji,Univ. of Pennsylvania,Black Noise outside the Law,8:30–9:45 a.m.,113,VCC West,2015,MLA
"The Text as Political Agent: Competing Materialisms and the Potential of a 'Speculative Formalism,'"" Tom Eyers, Duquesne Univ.",NA,NA,The Politics of Literature: Now and Then,8:30–9:45 a.m.,216,VCC West,2015,MLA
"Democratic Antihumanism: Literature, New Materialism, and Deconstruction",Alastair Hunt,Portland State Univ.,The Politics of Literature: Now and Then,8:30–9:45 a.m.,216,VCC West,2015,MLA
Back to the Future: Said and Trilling between Aesthetics and Politics,Daniel Nutters,Temple Univ.,The Politics of Literature: Now and Then,8:30–9:45 a.m.,216,VCC West,2015,MLA
Reading Ceremony with the Autist Jamie Burke,Ralph James Savarese,Grinnell Coll.,Politics and Poetics of Cognition,8:30–9:45 a.m.,214,VCC West,2015,MLA
Fictional Disability,Michael Bérubé,Penn State Univ.,Politics and Poetics of Cognition,8:30–9:45 a.m.,214,VCC West,2015,MLA
"Social Class, Cognition, Heteroglossia",Lisa Zunshine,NA,Politics and Poetics of Cognition,8:30–9:45 a.m.,214,VCC West,2015,MLA
"Cognitive Approaches to Race, Gender, and Religion in Spanish Early Modern Captivity Plays",Elena Garcia-Martin,Univ. of Utah,"Black Spanish Baroque: Otherly Bodies in the Construction of Cognition, Nation, and Gender",8:30–9:45 a.m.,15,VCC East,2015,MLA
"The Other and the National Body: Africans, Women, and the Portrayal of Difference in Quevedo's Poetry",Mark J. Mascia,Sacred Heart Univ.,"Black Spanish Baroque: Otherly Bodies in the Construction of Cognition, Nation, and Gender",8:30–9:45 a.m.,15,VCC East,2015,MLA
"Zayas's African Baroque: Animalization, Mythology, and Gender",Eduardo Ruiz,NA,"Black Spanish Baroque: Otherly Bodies in the Construction of Cognition, Nation, and Gender",8:30–9:45 a.m.,15,VCC East,2015,MLA
NA,Caterina Bernardini,Univ. of Nebraska,Beyond Monolingualism?,10:15–11:30 a.m.,17,VCC East,2015,MLA
NA,Mrinalini Chakravorty,Univ. of Virginia,Beyond Monolingualism?,10:15–11:30 a.m.,17,VCC East,2015,MLA
NA,Avishek Ganguly,NA,Beyond Monolingualism?,10:15–11:30 a.m.,17,VCC East,2015,MLA
NA,Jonathan H. Hsy,George Washington Univ.,Beyond Monolingualism?,10:15–11:30 a.m.,17,VCC East,2015,MLA
NA,Anjuli Kolb,Williams Coll.,Beyond Monolingualism?,10:15–11:30 a.m.,17,VCC East,2015,MLA
NA,Yasemin Yildiz,Univ. of Illinois,Beyond Monolingualism?,10:15–11:30 a.m.,17,VCC East,2015,MLA
"Just Watching: Ethology, Autism, and the Ethics of Observation",Heather K. Love,Univ. of Pennsylvania,"The Flat, the Diffuse, and the Notional: On Affects without Events",10:15–11:30 a.m.,212,VCC West,2015,MLA
Diffuse Reparation in Portrait of Jason,Tavia Nyong'o,New York Univ.,"The Flat, the Diffuse, and the Notional: On Affects without Events",10:15–11:30 a.m.,212,VCC West,2015,MLA
Deadpan from Below,Lauren Berlant,Univ. of Chicago,"The Flat, the Diffuse, and the Notional: On Affects without Events",10:15–11:30 a.m.,212,VCC West,2015,MLA
Rape Cultures in Medieval France,Nicole Nolan Sidhu,East Carolina Univ.,Literary Rape Culture,10:15–11:30 a.m.,208,VCC West,2015,MLA
By Force or by Farce: Rape in Restoration Comedies,Diana Solomon,Simon Fraser Univ.,Literary Rape Culture,10:15–11:30 a.m.,208,VCC West,2015,MLA
Uninvited Touch: Reading Sexual Violence in Eighteenth- and Nineteenth-Century Literature,Kimberly Cox,Stony Brook Univ.,Literary Rape Culture,10:15–11:30 a.m.,208,VCC West,2015,MLA
Rewriting Rape Culture: Virginie Despentes,Natalie Edwards,Univ. of Adelaide,Literary Rape Culture,10:15–11:30 a.m.,208,VCC West,2015,MLA
Dr. Mabuse's Colonial Fantasies,Kristin L. Kopp,Univ. of Missouri,"Crime, Power, and the Global: Reconsidering Dr. Mabuse",10:15–11:30 a.m.,19,VCC East,2015,MLA
Dr. Mabuse at the Margin of the World Economy,Owen Lyons,Carleton Univ.,"Crime, Power, and the Global: Reconsidering Dr. Mabuse",10:15–11:30 a.m.,19,VCC East,2015,MLA
Dr. Mabuse der Spieler and Archaic Vitalism,Gabriel Trop,Univ. of North Carolina,"Crime, Power, and the Global: Reconsidering Dr. Mabuse",10:15–11:30 a.m.,19,VCC East,2015,MLA
Mapping an Interoceanic Landscape: Dube and Gandhi in Early-Twentieth-Century Durban,Rachel Matsha,Univ. of KwaZulu-Natal,South Asians in Africa,10:15–11:30 a.m.,14,VCC East,2015,MLA
"Indianités Francophones: Sites, Silence, and Selective Memory",Renée Larrier,Rutgers Univ.,South Asians in Africa,10:15–11:30 a.m.,14,VCC East,2015,MLA
"Gender, Domesticity, and the Indian Diaspora in Africa: The Fictonal Worlds of V. S. Naipaul and M. G. Vassanji",Nalini Iyer,Seattle Univ.,South Asians in Africa,10:15–11:30 a.m.,14,VCC East,2015,MLA
Living On with Death: The Internal Frame of Floris and Blauncheflur,Emily Houlik-Ritchey,Univ. of California,Focusing on the Frame: Cultural Memories in Middle English Narrative,10:15–11:30 a.m.,224,VCC West,2015,MLA
Cataloging Literary Immortality in Chaucer's Monk's Tale,Leah Schwebel,Texas State Univ.,Focusing on the Frame: Cultural Memories in Middle English Narrative,10:15–11:30 a.m.,224,VCC West,2015,MLA
Remembering 'This Creatur': Framing the Memory of Mystical Experience in Margery Kempe's Book,Jeffery Stoyanoff,Duquesne Univ.,Focusing on the Frame: Cultural Memories in Middle English Narrative,10:15–11:30 a.m.,224,VCC West,2015,MLA
"Otium for Sheep?"" Julian D. Yates, Univ. of Delaware, Newark",NA,NA,Otium to the Grindstone,10:15–11:30 a.m.,111,VCC West,2015,MLA
Sitting Shepherds,Vin Nardizzi,Univ. of British Columbia,Otium to the Grindstone,10:15–11:30 a.m.,111,VCC West,2015,MLA
"Love, to Melt",Sharon O'Dair,Univ. of Alabama,Otium to the Grindstone,10:15–11:30 a.m.,111,VCC West,2015,MLA
NA,Francesco Ardolino,Univ. of Barcelona,Catalan Literature in Translation and European Integration,10:15–11:30 a.m.,15,VCC East,2015,MLA
NA,Maria-Sabina Draga Alexandru,Univ. of Bucharest,Catalan Literature in Translation and European Integration,10:15–11:30 a.m.,15,VCC East,2015,MLA
NA,Meritxell Joan Rodríguez,Univ. of Barcelona,Catalan Literature in Translation and European Integration,10:15–11:30 a.m.,15,VCC East,2015,MLA
NA,Mary Ann Newman,New York Univ.,Catalan Literature in Translation and European Integration,10:15–11:30 a.m.,15,VCC East,2015,MLA
NA,Linda Egan,Univ. of California,Elena Poniatowska: Five Decades of Critical Inquiry,10:15–11:30 a.m.,16,VCC East,2015,MLA
NA,Emily Hind,Univ. of Florida,Elena Poniatowska: Five Decades of Critical Inquiry,10:15–11:30 a.m.,16,VCC East,2015,MLA
NA,Beth Ellen Jörgensen,NA,Elena Poniatowska: Five Decades of Critical Inquiry,10:15–11:30 a.m.,16,VCC East,2015,MLA
NA,Alicia Rita Rueda-Acedo,Univ. of Texas,Elena Poniatowska: Five Decades of Critical Inquiry,10:15–11:30 a.m.,16,VCC East,2015,MLA
NA,Cynthia Steele,Univ. of Washington,Elena Poniatowska: Five Decades of Critical Inquiry,10:15–11:30 a.m.,16,VCC East,2015,MLA
Armiñán's Mi Querida Señorita (1971) as a Site of Memory: The Encounter with the Ambivalence of the Body and the Past in and through the Effects of Cinema,Julian Daniel Gutierrez-Albilla,Univ. of Southern California,Homotional Sites: Queer Affects as/and Places of Memory in Contemporary Spanish Culture,10:15–11:30 a.m.,10,VCC East,2015,MLA
Queer Affect / Queer Emotion and Places of Memory in Juan Goytisolo's Memoirs,Gema Pilar Pérez-Sánchez,Univ. of Miami,Homotional Sites: Queer Affects as/and Places of Memory in Contemporary Spanish Culture,10:15–11:30 a.m.,10,VCC East,2015,MLA
11M: Sites of Memory and Queer (In)Visibility,Jill Robbins,Univ. of Texas,Homotional Sites: Queer Affects as/and Places of Memory in Contemporary Spanish Culture,10:15–11:30 a.m.,10,VCC East,2015,MLA
NA,Peter C. Herman,San Diego State Univ.,"Bringing Digital Tools into the Classroom: A Case Study Using The Map of Early Modern London
      ",10:15–11:30 a.m.,117,VCC West,2015,MLA
NA,Diane Jakacki,Bucknell Univ.,"Bringing Digital Tools into the Classroom: A Case Study Using The Map of Early Modern London
      ",10:15–11:30 a.m.,117,VCC West,2015,MLA
NA,Kathryn McPherson,Utah Valley Univ.,"Bringing Digital Tools into the Classroom: A Case Study Using The Map of Early Modern London
      ",10:15–11:30 a.m.,117,VCC West,2015,MLA
Promise and Pessimism: The Modern American University in Two Early Academic Novels,Heather Steffen,Carnegie Mellon Univ.,Academic Novels: Beyond the Canon,10:15–11:30 a.m.,115,VCC West,2015,MLA
From Straight Man to Invisible Man: The 'Admin-ification' of the Academic Novel,Ian Butcher,NA,Academic Novels: Beyond the Canon,10:15–11:30 a.m.,115,VCC West,2015,MLA
'Still Lost': The Brief Wondrous Life of Oscar Wao as Academic Fiction,Jesse Zuba,Delaware State Univ.,Academic Novels: Beyond the Canon,10:15–11:30 a.m.,115,VCC West,2015,MLA
To the Campus Born: Assimilating Zadie Smith's On Beauty,Anna Bogen,Univ. of Cincinnati,Academic Novels: Beyond the Canon,10:15–11:30 a.m.,115,VCC West,2015,MLA
"From Home to Harlem and Back Again: Pleasure, Pain, and the Intimate, Black Public Sphere in Paul Laurence Dunbar's The Sport of the Gods",Melissa Asher Daniels,Univ. of Alabama,Black Optimism and Afro-Pessimism: The Politics of Pleasure and Pain in the African American Canon,10:15–11:30 a.m.,222,VCC West,2015,MLA
"Pain, Pleasure, and Primitivism:  Reimagining the 'Folk' in Their Eyes Were Watching God",Mollie Godfrey,NA,Black Optimism and Afro-Pessimism: The Politics of Pleasure and Pain in the African American Canon,10:15–11:30 a.m.,222,VCC West,2015,MLA
"Plum's Burn: Pain, Pleasure, and 'Thick Love' in Toni Morrison's Sula",Vershawn Ashanti Young,Univ. of Waterloo,Black Optimism and Afro-Pessimism: The Politics of Pleasure and Pain in the African American Canon,10:15–11:30 a.m.,222,VCC West,2015,MLA
Diaspora on the Lower Frequencies: The Ellisonian Echo of Teju Cole's Open City,Eden Osucha,Bates Coll.,Black Optimism and Afro-Pessimism: The Politics of Pleasure and Pain in the African American Canon,10:15–11:30 a.m.,222,VCC West,2015,MLA
NA,Brent Bellamy,Univ. of Alberta,"Ignite Talk: Envisioning the Energy Humanities, Narrating Energy Pasts and Futures",10:15–11:30 a.m.,121,VCC West,2015,MLA
NA,Jeff Diamanti,Univ. of Alberta,"Ignite Talk: Envisioning the Energy Humanities, Narrating Energy Pasts and Futures",10:15–11:30 a.m.,121,VCC West,2015,MLA
NA,Adam Dickinson,Brock Univ.,"Ignite Talk: Envisioning the Energy Humanities, Narrating Energy Pasts and Futures",10:15–11:30 a.m.,121,VCC West,2015,MLA
NA,Peter James Hitchcock,Baruch Coll.,"Ignite Talk: Envisioning the Energy Humanities, Narrating Energy Pasts and Futures",10:15–11:30 a.m.,121,VCC West,2015,MLA
NA,Stephanie LeMenager,Univ. of Oregon,"Ignite Talk: Envisioning the Energy Humanities, Narrating Energy Pasts and Futures",10:15–11:30 a.m.,121,VCC West,2015,MLA
NA,Jennifer A. Wenzel,Columbia Univ.,"Ignite Talk: Envisioning the Energy Humanities, Narrating Energy Pasts and Futures",10:15–11:30 a.m.,121,VCC West,2015,MLA
NA,Jillian Spivey Caddell,NA,Geographies of Memory in Nineteenth-Century America,10:15–11:30 a.m.,217,VCC West,2015,MLA
NA,Melissa Gniadek,Rice Univ.,Geographies of Memory in Nineteenth-Century America,10:15–11:30 a.m.,217,VCC West,2015,MLA
NA,Coleman Hutchison,Univ. of Texas,Geographies of Memory in Nineteenth-Century America,10:15–11:30 a.m.,217,VCC West,2015,MLA
NA,Matthew Wilkens,Univ. of Notre Dame,Geographies of Memory in Nineteenth-Century America,10:15–11:30 a.m.,217,VCC West,2015,MLA
NA,Gretchen Woertendyke,Univ. of South Carolina,Geographies of Memory in Nineteenth-Century America,10:15–11:30 a.m.,217,VCC West,2015,MLA
Rock: The Two-Thousand-Year-Old Man and the Hard Problem,Walter Benn Michaels,Univ. of Illinois,Shapes of the Nonhuman,10:15–11:30 a.m.,214,VCC West,2015,MLA
Flow: The Origins of Species and Sentences,Geoffrey Sanborn,Amherst Coll.,Shapes of the Nonhuman,10:15–11:30 a.m.,214,VCC West,2015,MLA
Algorithms: The Humanities and the Rise of Nonconscious Cognition,N. Katherine Hayles,Duke Univ.,Shapes of the Nonhuman,10:15–11:30 a.m.,214,VCC West,2015,MLA
Tuning Thoreau,Laura R. Zebuhr,Univ. of Saint Francis,Soundings,10:15–11:30 a.m.,210,VCC West,2015,MLA
"Preserving 'Quare Sounds,' Conserving the 'Dark Past': The Jubilee Singers and Charles Chestnutt Reconstruct the Sonic Color Line",Jennifer Stoever-Ackerman,Binghamton Univ.,Soundings,10:15–11:30 a.m.,210,VCC West,2015,MLA
On Trying: The Music Essay,John W. Mowitt,Univ. of Leeds,Soundings,10:15–11:30 a.m.,210,VCC West,2015,MLA
Hardy's Lit Interiors,Lindsay Gibson,Columbia Univ.,Light,10:15–11:30 a.m.,204,VCC West,2015,MLA
Electric Light and the Danger of Resuscitative Power in She and The Jewel of Seven Stars,Renee Fox,Univ. of Miami,Light,10:15–11:30 a.m.,204,VCC West,2015,MLA
"Pilgrims for Love:  Is There Religious Devotion in This Play?"" Perry J. Gethner, Oklahoma State Univ., Stillwater",NA,NA,Pilgrimage,10:15–11:30 a.m.,18,VCC East,2015,MLA
The Destination Is the Journey:  Representations of Christian Martyrdom on the Secular Parisian Stage in the 1630s–1640s,Ana Conboy,Boston Coll.,Pilgrimage,10:15–11:30 a.m.,18,VCC East,2015,MLA
The Pilgrim's Body:  Holy Land Pilgrimage as Embodied Experience,Katherine Dauge-Roth,Bowdoin Coll.,Pilgrimage,10:15–11:30 a.m.,18,VCC East,2015,MLA
Rethinking the Modernity of the Early Modern Novel,Eli Cohen,Oberlin Coll.,On the Threshold of Modernity,10:15–11:30 a.m.,6,VCC East,2015,MLA
Cervantes and Love on the Threshold of Modernity,Ignacio E. Navarrete,Univ. of California,On the Threshold of Modernity,10:15–11:30 a.m.,6,VCC East,2015,MLA
