presenter_name,presenter_affiliation,presentation_title,session_title,session_description,year
Marriott,Meeting Room 5,NA,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Kara Poe Alexander,Baylor University,NA,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Todd Ruecker,University of New Mexico,Literacy Narratives and Place: The Stories of Students Navigating,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Tabetha Adkins,Texas A&M University-Commerce,Ethnography as Literacy Narrative,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Beth Daniell,Kennesaw State University,Resisting the Grand Narratives of Literacy,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Kathryn Trauth Taylor,Miami University,Literacy Narratives from the Margins,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Donna Dunbar-Odom,Texas A&M University-Commerce,Complicating Teachers' Reflections: Literacy Narratives and Teacher Training,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Coretta M. Pittman,Baylor University,Recovering the Literacy Narratives of African American Female Blues Singers,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Deborah Kuzawa,The Ohio State University,Queering Composition with the Digital Archives of Literacy Narratives,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Bronwyn T. Williams,University of Louisville,From Shakespeare to Office Space: Connecting Narratives to Literacy as a Social Practice,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Catherine St. Pierre,Ohio State University/Coastal Carolina Community,NA,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
College,Jacksonville,Medium and Meaning: Defining and Analyzing Literacy Narratives,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
T. J. Geiger,Lamar University,Literacy Narratives and Undergraduate Research: Students Working with Source Material,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Kara Poe Alexander,Baylor University,From Story to Analysis: Reflection and Uptake in the Literacy Narrative Assignment,"Literacy Narratives: Reflecting on Theory, Practice, and Research","This workshop examines literacy narratives and how they are enacted in our classrooms, identities, and research.",2015
Marriott,Meeting Room 6,NA,Basics of Coding: Analyzing Data and Reporting Findings,This half-day workshop is designed to help researchers overcome challenges they may encounter when they code language data.,2015
Rebecca Moore Howard,Syracuse University,NA,Basics of Coding: Analyzing Data and Reporting Findings,This half-day workshop is designed to help researchers overcome challenges they may encounter when they code language data.,2015
Jason Swarts,North Carolina State University,NA,Basics of Coding: Analyzing Data and Reporting Findings,This half-day workshop is designed to help researchers overcome challenges they may encounter when they code language data.,2015
Jo Mackiewicz,Iowa State University,NA,Basics of Coding: Analyzing Data and Reporting Findings,This half-day workshop is designed to help researchers overcome challenges they may encounter when they code language data.,2015
Karen Lunsford,University of California-Santa Barbara NA,NA,Basics of Coding: Analyzing Data and Reporting Findings,This half-day workshop is designed to help researchers overcome challenges they may encounter when they code language data.,2015
Marriott,Meeting Room 7,NA,Engaging the Global in the Teaching of Writing,"Led by facilitators from six countries, participants will share teaching activities/ideas on global and cross-cultural issues.",2015
Clarissa Bezerra,Casa Thomas Jefferson,NA,Engaging the Global in the Teaching of Writing,"Led by facilitators from six countries, participants will share teaching activities/ideas on global and cross-cultural issues.",2015
Rita Nezami,Stony Brook University,NA,Engaging the Global in the Teaching of Writing,"Led by facilitators from six countries, participants will share teaching activities/ideas on global and cross-cultural issues.",2015
Jay Jordan,University of Utah,NA,Engaging the Global in the Teaching of Writing,"Led by facilitators from six countries, participants will share teaching activities/ideas on global and cross-cultural issues.",2015
Debarati Dutta,University of North Carolina,NA,Engaging the Global in the Teaching of Writing,"Led by facilitators from six countries, participants will share teaching activities/ideas on global and cross-cultural issues.",2015
Iswari Pandey,California State University,NA,Engaging the Global in the Teaching of Writing,"Led by facilitators from six countries, participants will share teaching activities/ideas on global and cross-cultural issues.",2015
Tanya Lau,University of Sydney,NA,Engaging the Global in the Teaching of Writing,"Led by facilitators from six countries, participants will share teaching activities/ideas on global and cross-cultural issues.",2015
Maha Bali,American University of Cairo,NA,Engaging the Global in the Teaching of Writing,"Led by facilitators from six countries, participants will share teaching activities/ideas on global and cross-cultural issues.",2015
LuMing Mao,Miami University,NA,Engaging the Global in the Teaching of Writing,"Led by facilitators from six countries, participants will share teaching activities/ideas on global and cross-cultural issues.",2015
