presenter_name,presenter_institution,presentation_title,session_title,session_description
Hilton Room 339A,Level Three,NA, Student Identities in Classroom Contexts: Negotiating Subjectivity and Power,This panel offers four composition perspectives on transformative actionbased pedagogies that engage the politics of location of students.
Kirsten Komara,Our Lady of the Lake University,NA, Student Identities in Classroom Contexts: Negotiating Subjectivity and Power,This panel offers four composition perspectives on transformative actionbased pedagogies that engage the politics of location of students.
Chad Seader,Syracuse University,NA, Student Identities in Classroom Contexts: Negotiating Subjectivity and Power,This panel offers four composition perspectives on transformative actionbased pedagogies that engage the politics of location of students.
Crystal Hendricks,Syracuse University,NA, Student Identities in Classroom Contexts: Negotiating Subjectivity and Power,This panel offers four composition perspectives on transformative actionbased pedagogies that engage the politics of location of students.
Rachael Shapiro,Syracuse University,NA, Student Identities in Classroom Contexts: Negotiating Subjectivity and Power,This panel offers four composition perspectives on transformative actionbased pedagogies that engage the politics of location of students.
Kate Navickas,Syracuse University NA,NA, Student Identities in Classroom Contexts: Negotiating Subjectivity and Power,This panel offers four composition perspectives on transformative actionbased pedagogies that engage the politics of location of students.
GRB Room 340B,Level Three,NA, Uncovering the Hidden: Composition Scholarship as Language Activism,"This panel calls for language activism that uncovers covert implications in genre uptake, reflective writing, and institutional rhetoric."
Asao Inoue,University of Washington Tacoma,NA, Uncovering the Hidden: Composition Scholarship as Language Activism,"This panel calls for language activism that uncovers covert implications in genre uptake, reflective writing, and institutional rhetoric."
Mandy Macklin,University of Washington,NA, Uncovering the Hidden: Composition Scholarship as Language Activism,"This panel calls for language activism that uncovers covert implications in genre uptake, reflective writing, and institutional rhetoric."
Alison Cardinal,University of Washington Tacoma,NA, Uncovering the Hidden: Composition Scholarship as Language Activism,"This panel calls for language activism that uncovers covert implications in genre uptake, reflective writing, and institutional rhetoric."
Holly Gilman,South Seattle Community College NA,NA, Uncovering the Hidden: Composition Scholarship as Language Activism,"This panel calls for language activism that uncovers covert implications in genre uptake, reflective writing, and institutional rhetoric."
Hilton 339B,Level Three,NA, Resistance to Standardization: Taking Action in Curriculum and Assessment,Panelists share methods for unsetting preconceived notions of students and standardized curriculum.
Jason McIntosh,New Mexico Highlands University,Placing  Action: Place-based Writing as Resistance to Top-down Education, Resistance to Standardization: Taking Action in Curriculum and Assessment,Panelists share methods for unsetting preconceived notions of students and standardized curriculum.
Stacy Day,Georgetown University,Taking Action through Institutional Ethnography: Assessing What Students Are (or Arenâ€™t) Learning about, Resistance to Standardization: Taking Action in Curriculum and Assessment,Panelists share methods for unsetting preconceived notions of students and standardized curriculum.
Sara Cooper,University of Houston,Recovering the Poetry of Form amidst the Drift toward Formula: A Case Study of a Collaboration, Resistance to Standardization: Taking Action in Curriculum and Assessment,Panelists share methods for unsetting preconceived notions of students and standardized curriculum.
Erin Wecker,University of Montana,Roots and Wings: Balancing Hybrid Sources of Knowledge in the Composition Classroom, Resistance to Standardization: Taking Action in Curriculum and Assessment,Panelists share methods for unsetting preconceived notions of students and standardized curriculum.
Hilton Room 340A,Level Three,NA," Studies in Public Writing & Entrepreneurship: Shared Value, Design Thinking, and User Experience",Panelists examine theories and methods to enrich student engagement in writing practices at the heart of entrepreneurship and innovation.
Lance Langdon,University of California-Irvine,NA," Studies in Public Writing & Entrepreneurship: Shared Value, Design Thinking, and User Experience",Panelists examine theories and methods to enrich student engagement in writing practices at the heart of entrepreneurship and innovation.
Scott Wible,University of Maryland,NA," Studies in Public Writing & Entrepreneurship: Shared Value, Design Thinking, and User Experience",Panelists examine theories and methods to enrich student engagement in writing practices at the heart of entrepreneurship and innovation.
John Spartz,University of Wisconsin-Stout,NA," Studies in Public Writing & Entrepreneurship: Shared Value, Design Thinking, and User Experience",Panelists examine theories and methods to enrich student engagement in writing practices at the heart of entrepreneurship and innovation.
Jonathan Maricle,University of South Carolina NA,NA," Studies in Public Writing & Entrepreneurship: Shared Value, Design Thinking, and User Experience",Panelists examine theories and methods to enrich student engagement in writing practices at the heart of entrepreneurship and innovation.
Hilton Ballroom of the Americas Salon B,Level Two,NA," Build-Up, Movement, and Surprise in Cross-Border Research: A Networked Approach",This panel explores a networked methodological approach that emerged out of a survey-based project of 111 Canadian writing studies scholars.
Andrea A. Lunsford,Stanford University,NA," Build-Up, Movement, and Surprise in Cross-Border Research: A Networked Approach",This panel explores a networked methodological approach that emerged out of a survey-based project of 111 Canadian writing studies scholars.
Jennifer Clary-Lemon,University of Winnipeg,How Interdependencies Travel: Events and Temporality," Build-Up, Movement, and Surprise in Cross-Border Research: A Networked Approach",This panel explores a networked methodological approach that emerged out of a survey-based project of 111 Canadian writing studies scholars.
Derek Mueller,Eastern Michigan University,Chreodic Build-up: Planning and Enacting a Networked Methodological Approach," Build-Up, Movement, and Surprise in Cross-Border Research: A Networked Approach",This panel explores a networked methodological approach that emerged out of a survey-based project of 111 Canadian writing studies scholars.
Louise Wetherbee Phelps,Old Dominion University,Surprised by Research: Learning from a Cross-Border Study," Build-Up, Movement, and Surprise in Cross-Border Research: A Networked Approach",This panel explores a networked methodological approach that emerged out of a survey-based project of 111 Canadian writing studies scholars.
